A=9127 B=5672 C=5758 X=641031208 Y=3761308377 Z=75577790180 M=2973
A=2301 B=3774 C=6018 X=154567949 Y=1009901142 Z=68464279475 M=8828
A=9048 B=7050 C=6819 X=467279033 Y=2524305556 Z=18131037528 M=4015
A=6513 B=8194 C=9194 X=500828683 Y=6739689116 Z=21681804379 M=8565
A=3949 B=5620 C=7885 X=786303056 Y=1973733851 Z=12612488869 M=6496
A=7312 B=6080 C=9255 X=897982051 Y=6071747616 Z=97297340683 M=4175
A=9303 B=9342 C=9712 X=312744319 Y=7361892565 Z=12361472826 M=3537
A=8460 B=4536 C=8352 X=730703355 Y=2613198062 Z=66962191030 M=8268
A=4658 B=5946 C=5470 X=661284544 Y=1540388810 Z=26948029909 M=9020
A=3186 B=5181 C=9323 X=858580635 Y=4466788909 Z=60500052240 M=4374
A=3381 B=9243 C=5867 X=317040695 Y=7580017117 Z=44588262670 M=4724
A=3417 B=7075 C=6172 X=122934329 Y=9837972970 Z=83161490981 M=9742
A=7607 B=6358 C=7865 X=577051978 Y=8145722697 Z=17737865080 M=2547
A=7494 B=8865 C=9985 X=349409993 Y=7428635813 Z=76975716142 M=9006
A=3340 B=5911 C=7558 X=353824947 Y=8063091778 Z=52318494671 M=5194
A=6944 B=5396 C=7976 X=264196581 Y=4442314452 Z=73403657108 M=8768
A=5750 B=7103 C=6738 X=188667703 Y=3876761737 Z=95967623576 M=4490
A=6339 B=4140 C=5451 X=510219635 Y=9242732657 Z=51895346470 M=5007
A=3364 B=7381 C=7343 X=823727578 Y=8655917377 Z=61351874832 M=3220
A=9059 B=5529 C=7964 X=849800114 Y=9778574344 Z=49209768691 M=7251
A=7642 B=9330 C=7663 X=873286908 Y=8318986500 Z=61358027811 M=1128
A=2444 B=4818 C=8647 X=420799317 Y=7640757345 Z=93946545303 M=7942
A=2830 B=9726 C=7051 X=637091539 Y=6286059697 Z=76478352928 M=2442
A=8630 B=9341 C=8935 X=614422476 Y=5805237272 Z=51420689422 M=7721
A=8672 B=3111 C=6916 X=188005970 Y=7060181931 Z=69405143235 M=7924
A=5299 B=6313 C=7455 X=724104424 Y=2512367375 Z=59242370107 M=9237
A=4204 B=3061 C=7105 X=188491666 Y=6362650028 Z=38025528017 M=8014
A=5721 B=4585 C=9036 X=209207279 Y=7232216670 Z=43405497191 M=9895
A=2594 B=4612 C=9334 X=951364648 Y=1264638455 Z=71349611092 M=6739
A=2094 B=8406 C=6923 X=121098762 Y=7692388134 Z=42178843612 M=7006
A=6258 B=3448 C=9158 X=278927956 Y=3377383889 Z=27258350539 M=9225
A=7245 B=6275 C=8584 X=453873689 Y=2335532014 Z=89673664956 M=4253
A=7561 B=8533 C=5045 X=298215689 Y=6331325729 Z=48523053409 M=3693
A=2089 B=8484 C=7827 X=676118296 Y=1340537927 Z=42615303742 M=9305
A=2174 B=4711 C=8066 X=675735112 Y=7349576951 Z=60899972646 M=7494
A=8687 B=3946 C=5397 X=981161724 Y=2027852983 Z=51067415727 M=2439
A=4706 B=5894 C=7108 X=311245774 Y=7283139890 Z=70356474291 M=4379
A=8527 B=8721 C=6322 X=101384912 Y=4498176971 Z=44502163664 M=7170
A=3946 B=7786 C=9476 X=829983377 Y=4851162754 Z=11858538174 M=5524
A=5556 B=3539 C=7818 X=995701814 Y=8910292542 Z=93046540878 M=9017
A=7746 B=7796 C=9278 X=931467349 Y=2977610839 Z=76151602284 M=5983
A=7556 B=6712 C=7916 X=352677856 Y=5678605159 Z=94553547067 M=6963
A=4749 B=5210 C=7074 X=704234579 Y=8206053011 Z=51885610678 M=7223
A=8063 B=4043 C=8321 X=688111217 Y=8731905291 Z=39241296512 M=6668
A=3191 B=9572 C=9349 X=937392723 Y=3652607542 Z=51999529371 M=5827
A=6386 B=8828 C=5201 X=704565872 Y=9687296225 Z=61397008693 M=7161
A=5879 B=5784 C=7620 X=170120990 Y=3708440260 Z=21639585382 M=3843
A=4485 B=3947 C=8270 X=600153116 Y=4606358227 Z=61722084172 M=9593
A=7637 B=7362 C=8459 X=270671809 Y=8671210527 Z=93929031512 M=5875
A=2215 B=8755 C=9101 X=481145512 Y=2633706691 Z=42480312295 M=8284
A=2357 B=5964 C=8187 X=472478633 Y=2937321988 Z=67677593777 M=3445
A=2721 B=3625 C=5931 X=607558099 Y=4981234384 Z=40216807083 M=3574
A=5743 B=9118 C=6012 X=544725482 Y=6732973727 Z=24881668398 M=8473
A=3878 B=4489 C=8553 X=608240854 Y=6455320380 Z=60839431393 M=4767
A=3204 B=7912 C=7384 X=486782528 Y=2924111180 Z=25783467098 M=3496
A=2006 B=4016 C=8722 X=563578746 Y=5919930943 Z=69266459317 M=8108
A=2094 B=6524 C=8947 X=126017833 Y=8225769653 Z=18900403971 M=1854
A=2025 B=3075 C=8825 X=517071589 Y=2464648314 Z=21989689123 M=6635
A=6102 B=8266 C=6522 X=114151225 Y=3705038244 Z=35952916713 M=5539
A=6901 B=5097 C=7733 X=850687943 Y=7591630820 Z=41113030070 M=2806
A=9691 B=8156 C=8090 X=446213216 Y=8680610410 Z=38826926561 M=9324
A=4506 B=7164 C=7750 X=564912845 Y=8209724752 Z=16987970733 M=4232
A=2145 B=4268 C=9832 X=930451242 Y=6340851764 Z=19352002901 M=7355
A=9514 B=6536 C=7740 X=484034299 Y=2181001203 Z=66733036141 M=2077
A=9561 B=8240 C=9829 X=484118014 Y=6723441167 Z=55545998450 M=8903
A=9301 B=7128 C=8913 X=993631821 Y=5290162223 Z=25611172491 M=5300
A=4732 B=9626 C=5096 X=959277801 Y=7801144917 Z=50809966439 M=9716
A=7643 B=3316 C=6846 X=258233171 Y=7088139899 Z=11161855654 M=1529
A=5715 B=5292 C=7166 X=145793259 Y=7914368368 Z=31902514948 M=2146
A=6527 B=4169 C=9374 X=142261887 Y=2075559167 Z=11662244883 M=8264
A=3980 B=9567 C=8850 X=233195725 Y=2335303065 Z=45733738902 M=7819
A=4062 B=8114 C=8795 X=174541244 Y=6125675515 Z=35407569176 M=2680
A=4004 B=7238 C=6416 X=318669606 Y=6550540700 Z=52117517802 M=5197
A=5894 B=3498 C=8214 X=776072314 Y=3068303766 Z=17402598075 M=8481
A=7331 B=6636 C=6706 X=564385584 Y=7734303791 Z=66252806621 M=1366
A=3722 B=9666 C=8054 X=414103091 Y=7977727032 Z=30273530971 M=9684
A=5746 B=7610 C=5626 X=533635592 Y=1245601324 Z=46067952347 M=4511
A=5757 B=8447 C=8271 X=770219133 Y=4337347753 Z=55561588817 M=1208
A=9781 B=3218 C=8533 X=896984443 Y=6161114721 Z=73234267373 M=5563
A=8125 B=4931 C=7367 X=487390419 Y=4007006835 Z=92500561395 M=1261
A=4551 B=6227 C=5516 X=588651156 Y=7672184492 Z=79037569851 M=6175
A=8230 B=9914 C=6611 X=317096126 Y=4453269758 Z=19074938440 M=9814
A=5648 B=7270 C=6878 X=299368130 Y=7949019235 Z=24209122524 M=6510
A=2674 B=8141 C=9520 X=163162084 Y=5781422737 Z=45783541336 M=6466
A=6508 B=9302 C=6587 X=339953593 Y=9141971756 Z=34874358531 M=5689
A=4564 B=3080 C=5805 X=872298415 Y=1327156915 Z=82828600557 M=3057
A=2901 B=4814 C=5578 X=984679276 Y=9647684857 Z=24666360307 M=5878
A=4111 B=8828 C=8174 X=651846079 Y=3859508043 Z=52880479296 M=8981
A=5218 B=8297 C=7412 X=994632374 Y=3452018958 Z=62266445358 M=9377
A=2593 B=8570 C=6536 X=497196661 Y=2645393289 Z=31436149229 M=8912
A=5576 B=9675 C=7939 X=659697549 Y=1655208855 Z=44392782503 M=5615
A=4067 B=4602 C=5548 X=627395204 Y=7986797566 Z=14064927094 M=2429
A=7457 B=9329 C=6180 X=329158967 Y=9106097315 Z=19965670890 M=8118
A=9493 B=7921 C=5538 X=603878650 Y=1695552864 Z=82350279112 M=9681
A=8510 B=9560 C=5826 X=931763352 Y=5705862143 Z=99136775020 M=7619
A=2913 B=7304 C=7837 X=441481841 Y=3334221552 Z=77953047406 M=6130
A=8638 B=8490 C=6459 X=511264399 Y=4080108103 Z=28229444534 M=6745
A=2343 B=6987 C=8163 X=510694899 Y=8238372551 Z=23404366175 M=8731
A=8665 B=5685 C=6651 X=503436194 Y=1730630759 Z=65025263485 M=6822
A=2000 B=4000 C=8000 X=707829789 Y=1845269529 Z=56706555200 M=2000
A=6752 B=4434 C=7509 X=597394441 Y=5543836174 Z=37965450151 M=5278
A=8480 B=3410 C=5221 X=745336684 Y=5887055499 Z=49608511314 M=2326
A=3363 B=9870 C=8469 X=263429601 Y=8036259243 Z=10968978162 M=8343
A=6546 B=5136 C=7032 X=915519933 Y=7756157616 Z=64896561706 M=5163
A=2520 B=7313 C=8947 X=304556483 Y=7395081336 Z=50696648294 M=9760
A=7909 B=5151 C=9989 X=679512980 Y=2286363908 Z=16998834411 M=6613
A=6063 B=8520 C=7903 X=989698274 Y=3257145098 Z=33846755024 M=7917
A=7682 B=8066 C=6850 X=706943987 Y=3158897004 Z=77034613406 M=4982
A=4496 B=8226 C=9227 X=435120521 Y=4952057298 Z=55199491690 M=3921
A=9644 B=8798 C=6156 X=558522001 Y=1041628582 Z=50976565351 M=4267
A=9250 B=7564 C=8588 X=525861088 Y=4569432077 Z=47249375595 M=3790
A=3028 B=4495 C=6470 X=230424640 Y=9261105630 Z=28974198511 M=5244
A=9722 B=4448 C=7458 X=130162751 Y=1534284711 Z=28074556325 M=5789
A=2457 B=4419 C=6601 X=448328066 Y=8486292408 Z=74250702968 M=4134
A=7881 B=8085 C=6626 X=146418583 Y=8789896887 Z=58477062845 M=1840
A=6613 B=5646 C=9072 X=477205335 Y=5554024413 Z=69778460246 M=9828
A=7818 B=4314 C=8021 X=472239444 Y=2366477766 Z=31870825394 M=1164
A=4300 B=3431 C=7982 X=732119516 Y=6639459608 Z=75529142119 M=7343
A=8557 B=3331 C=7220 X=748058988 Y=2510551063 Z=30335901597 M=7452
A=3851 B=7976 C=8042 X=829723495 Y=5440184326 Z=29506772001 M=6281
A=5080 B=9745 C=9942 X=989369096 Y=9948490695 Z=67638831640 M=8296
A=7657 B=5559 C=7770 X=387227266 Y=7173943902 Z=99853903075 M=7597
A=4970 B=8124 C=5674 X=799941400 Y=1033828381 Z=84262665141 M=7892
A=7508 B=3290 C=6333 X=638471899 Y=7604332355 Z=36145885993 M=8266
A=3756 B=6574 C=7507 X=106048802 Y=1205933090 Z=91321515114 M=3815
A=2002 B=4255 C=9611 X=122449080 Y=4172539624 Z=34788393621 M=2833
A=8702 B=6041 C=9053 X=254039767 Y=5330672690 Z=87167353344 M=2678
A=6716 B=9362 C=7293 X=421479332 Y=2021088247 Z=10045034174 M=9442
A=9822 B=5362 C=8781 X=539135944 Y=8240603941 Z=81628476308 M=8261
A=5272 B=9358 C=9496 X=778484267 Y=7243269886 Z=94901223434 M=3583
A=5640 B=8824 C=8272 X=595234115 Y=4059365495 Z=57465895667 M=4117
A=3948 B=3416 C=7609 X=499135854 Y=4518979683 Z=44759887335 M=3782
A=5553 B=6536 C=7780 X=189326291 Y=1952185569 Z=71369707515 M=7433
A=6556 B=6675 C=5584 X=136569757 Y=3970376255 Z=97462530221 M=6182
A=6866 B=5988 C=6984 X=747520364 Y=9264942536 Z=37363193385 M=7209
A=7579 B=4817 C=9931 X=692764955 Y=6032267050 Z=88078289398 M=9306
A=8186 B=3092 C=6604 X=719953761 Y=9795029414 Z=21048373276 M=9764
A=9112 B=5680 C=5527 X=778708544 Y=1416196883 Z=11735853468 M=3030
A=3146 B=7757 C=9358 X=220991405 Y=2969529410 Z=59342557059 M=2959
A=2709 B=3317 C=7924 X=200398673 Y=8468973834 Z=57582915295 M=1650
A=8254 B=3531 C=8349 X=477535462 Y=9933783381 Z=84615319446 M=8683
A=4551 B=5835 C=8427 X=354390224 Y=8737919107 Z=41428059161 M=1076
A=7109 B=6593 C=6245 X=962907184 Y=4776165985 Z=54143131503 M=8526
A=7586 B=3101 C=6890 X=587627762 Y=7828322769 Z=60475729083 M=4457
A=9839 B=6334 C=5831 X=145463735 Y=7382426664 Z=90767309473 M=2581
A=6940 B=8757 C=8066 X=398440945 Y=4141790978 Z=16530269693 M=7080
A=7900 B=4744 C=6852 X=537362652 Y=1555437411 Z=93088371354 M=2068
A=4904 B=9555 C=6661 X=530173160 Y=2079599158 Z=49964670227 M=3239
A=7883 B=8440 C=8666 X=309174758 Y=6158483338 Z=29286105449 M=8065
A=3563 B=8570 C=6392 X=761158908 Y=4035582223 Z=49896324801 M=8732
A=7043 B=9130 C=7192 X=981692215 Y=8717940662 Z=35554792397 M=6127
A=3444 B=6261 C=8256 X=361811494 Y=8474554207 Z=72865993042 M=5657
A=9974 B=9616 C=8612 X=312487029 Y=2332238848 Z=16983512290 M=8718
A=5279 B=9891 C=5563 X=968925315 Y=4542170950 Z=18611311392 M=6603
A=8227 B=7313 C=9562 X=156202958 Y=1126964955 Z=16398100358 M=6549
A=4948 B=3010 C=9221 X=844981262 Y=5213170563 Z=57365083623 M=3813
A=5025 B=4930 C=6358 X=484711537 Y=2554968709 Z=89168456499 M=3234
A=9667 B=5960 C=8020 X=432556252 Y=6007089594 Z=43115026298 M=5844
A=3802 B=8542 C=6748 X=175828995 Y=3866372380 Z=82915956843 M=7821
A=9624 B=3485 C=5804 X=460126571 Y=7715994629 Z=94732357519 M=7956
A=4897 B=9826 C=6429 X=869018814 Y=7338435090 Z=76356953267 M=9023
A=7851 B=3196 C=7995 X=727496657 Y=4593351019 Z=96114949307 M=9957
A=5917 B=4782 C=8605 X=863719718 Y=6063323663 Z=54797557776 M=1721
A=8001 B=8796 C=5723 X=468651119 Y=9572119802 Z=15856025883 M=8682
A=6923 B=7396 C=5766 X=629557811 Y=6819919476 Z=12050277586 M=8995
A=2449 B=6320 C=8071 X=615070493 Y=3666943349 Z=93635708502 M=1046
A=6832 B=4145 C=7675 X=642822773 Y=3164677893 Z=83286344912 M=9807
A=5091 B=5076 C=9226 X=752068365 Y=3967296181 Z=53936120386 M=8674
A=3623 B=3198 C=5297 X=253161425 Y=8162156073 Z=83382084279 M=3247
A=8645 B=9087 C=9934 X=571224445 Y=8638247787 Z=84553227796 M=2085
A=5227 B=9657 C=8649 X=890371802 Y=9745208454 Z=21294010912 M=8424
A=5170 B=7370 C=8701 X=136351877 Y=9735094426 Z=54634076717 M=3394
A=2840 B=3391 C=9794 X=784979005 Y=7584612148 Z=32751547941 M=1435
A=9307 B=6331 C=9993 X=700245742 Y=6480048926 Z=68919711176 M=6984
A=4157 B=3953 C=8033 X=212590911 Y=5580554494 Z=88396581359 M=4990
A=3957 B=5220 C=8995 X=701269099 Y=8656695065 Z=77729102233 M=2943
A=3631 B=7678 C=7114 X=549410002 Y=7229063770 Z=27415633324 M=8831
A=2581 B=7894 C=9329 X=604365235 Y=5968959287 Z=50593841527 M=8437
A=5830 B=7071 C=9545 X=495233984 Y=3212851605 Z=71833999277 M=4318
A=6207 B=9609 C=5200 X=577854444 Y=8175463837 Z=27477212685 M=2111
A=7125 B=3686 C=6774 X=905331856 Y=2912546352 Z=81473196637 M=5629
A=5004 B=8669 C=8125 X=693351616 Y=2949815912 Z=94382175968 M=5543
A=9550 B=6391 C=5171 X=180583198 Y=7166189235 Z=11119050472 M=3532
A=8286 B=7777 C=5474 X=162571876 Y=7760977640 Z=20939249239 M=1504
A=5804 B=8213 C=8718 X=629850068 Y=2212511008 Z=10535988099 M=5099
A=7639 B=8001 C=5388 X=702052166 Y=7728072846 Z=36200522850 M=7699
A=2360 B=4344 C=6256 X=983759296 Y=4126732990 Z=12373715142 M=4577
A=6756 B=3947 C=9477 X=647911550 Y=7497691275 Z=91259889873 M=3678
A=2882 B=4290 C=8834 X=585469371 Y=8787977989 Z=90708392443 M=2460
A=2914 B=7207 C=9328 X=485588767 Y=1823627368 Z=15848434549 M=3589
A=2730 B=5014 C=7501 X=148725495 Y=4944921765 Z=49421780701 M=2523
A=5423 B=6384 C=5594 X=989007033 Y=7705923377 Z=58524310791 M=4149
A=4375 B=6836 C=8561 X=658975787 Y=4573355880 Z=61304474585 M=6254
A=4690 B=3181 C=6022 X=295021927 Y=7142153023 Z=60708161825 M=3111
A=3987 B=6895 C=9318 X=349513769 Y=5458027058 Z=51457248207 M=4008
A=4516 B=8559 C=5529 X=333574704 Y=8822885580 Z=48329724754 M=1954
A=2858 B=7959 C=9522 X=700793478 Y=8450728864 Z=36064673371 M=5929
A=2149 B=4160 C=8361 X=499761968 Y=1048835026 Z=84870168811 M=7209
A=3966 B=6484 C=5576 X=222453511 Y=2555840769 Z=26419855434 M=5802
A=7921 B=9677 C=9722 X=815506155 Y=4988751675 Z=46623451099 M=5812
A=6875 B=3130 C=5359 X=371623575 Y=4705822119 Z=64959961934 M=7697
A=6194 B=8103 C=9166 X=967824500 Y=3216219000 Z=51618504893 M=1529
A=6038 B=7384 C=5469 X=761257043 Y=4090279549 Z=14457394648 M=3409
A=7568 B=5641 C=9636 X=289723373 Y=2243793494 Z=33747790859 M=6691
A=5042 B=3257 C=7141 X=250245696 Y=9589966450 Z=96928151260 M=5611
A=7075 B=6971 C=5332 X=739061809 Y=3369733339 Z=98605905550 M=8897
A=5123 B=4305 C=8135 X=589444647 Y=9469547289 Z=60273613149 M=5628
A=9160 B=6725 C=7700 X=174348463 Y=3659772505 Z=36134972631 M=9571
A=4803 B=3141 C=6110 X=172797442 Y=5817332558 Z=78071661154 M=6128
A=2362 B=9303 C=5725 X=723481890 Y=3426064730 Z=72729608341 M=1012
A=6239 B=7314 C=8067 X=455249915 Y=6682141304 Z=45273485021 M=4701
A=6174 B=8844 C=8487 X=543425369 Y=7976817067 Z=62856566612 M=6151
A=5610 B=3106 C=8188 X=692411114 Y=4148116556 Z=65720371390 M=4433
A=3527 B=5150 C=7879 X=217625285 Y=8039036591 Z=55220342132 M=6022
A=6482 B=7826 C=6836 X=737561286 Y=8372924799 Z=21843004706 M=4950
A=6962 B=7025 C=5076 X=276976326 Y=1766476356 Z=66281653414 M=3661
A=9510 B=4234 C=9096 X=760852484 Y=2673896268 Z=54210417264 M=8724
A=8345 B=6734 C=9408 X=616368761 Y=5905895563 Z=94968850311 M=4561
A=5349 B=4099 C=9245 X=447068556 Y=2257858412 Z=84584400809 M=5201
A=8594 B=5953 C=9342 X=939154240 Y=7394192702 Z=24794682024 M=4640
A=7073 B=3395 C=9342 X=245438653 Y=9737292427 Z=73115512931 M=4703
A=3496 B=7688 C=9064 X=448701888 Y=2493972172 Z=33371923742 M=5394
A=8485 B=9006 C=5308 X=974181346 Y=9123112523 Z=37396517411 M=5105
A=5705 B=6593 C=6989 X=790191399 Y=3977772061 Z=34074490378 M=4214
A=8052 B=5562 C=6448 X=990955128 Y=5822233781 Z=26696789074 M=1542
A=3816 B=7981 C=7389 X=447694648 Y=9545330416 Z=16968468227 M=7585
A=7235 B=4993 C=6734 X=673386121 Y=1854598495 Z=89618674695 M=1219
A=4280 B=9094 C=6584 X=424135862 Y=9381284019 Z=73218512593 M=8747
A=9403 B=8461 C=7537 X=295162152 Y=1734731692 Z=72145622250 M=2041
A=2391 B=9190 C=8640 X=267146004 Y=2456724043 Z=28184406748 M=7262
A=5124 B=8898 C=7633 X=756384534 Y=4822733978 Z=42450516503 M=7060
A=6431 B=5240 C=7173 X=979309567 Y=1729975973 Z=78934533821 M=7162
A=9558 B=9840 C=5086 X=664465247 Y=5978824207 Z=43536088777 M=4830
A=2925 B=3764 C=7012 X=493672693 Y=9540579553 Z=45421161574 M=5101
A=5652 B=9972 C=6815 X=537517532 Y=2058372894 Z=85416689060 M=4031
A=7769 B=5058 C=9586 X=622442155 Y=1804536728 Z=32209895870 M=2114
A=5850 B=9920 C=9050 X=357436359 Y=3496063659 Z=51029872184 M=8339
A=9749 B=3285 C=6096 X=845497152 Y=1185645044 Z=73837127041 M=1979
A=7552 B=6259 C=9031 X=378465633 Y=6110392038 Z=16453531792 M=9492
A=5617 B=3467 C=9755 X=527867968 Y=4910890529 Z=78268110210 M=7059
A=8710 B=4943 C=9058 X=909636054 Y=6560599484 Z=64227343030 M=5979
A=6085 B=8668 C=6282 X=108146416 Y=4957628564 Z=19388252026 M=4817
A=8944 B=7271 C=8533 X=199540609 Y=1499169663 Z=25219212913 M=4163
A=6765 B=4057 C=5421 X=812325548 Y=2758143177 Z=67416694625 M=1470
A=2745 B=5982 C=5289 X=997029397 Y=6818528941 Z=31331192766 M=8479
A=6737 B=8397 C=5326 X=934486333 Y=4292997525 Z=88915128768 M=6411
A=8783 B=7680 C=8925 X=799075490 Y=2362047597 Z=51428675025 M=8687
A=2245 B=6575 C=9511 X=264463138 Y=2403054367 Z=37886312687 M=1305
A=9533 B=5820 C=5202 X=486239384 Y=4397340888 Z=74754576418 M=8915
A=9564 B=7316 C=8038 X=420858299 Y=4829067050 Z=77448923843 M=4793
A=7857 B=8923 C=6957 X=746049202 Y=9016684317 Z=66819943736 M=2486
A=6149 B=6706 C=5318 X=501173775 Y=6412736092 Z=12278555509 M=8797
A=5788 B=9041 C=6939 X=650065861 Y=1133681185 Z=39053384884 M=6446
A=7981 B=3021 C=9495 X=217209651 Y=2120253886 Z=54596092633 M=8748
A=3501 B=9798 C=9746 X=904710904 Y=7525112607 Z=56465367728 M=2216
A=3782 B=3846 C=7870 X=492697960 Y=2491138479 Z=36339280922 M=4847
A=4849 B=4216 C=9211 X=206746693 Y=7154426036 Z=84674131518 M=8788
A=8118 B=6810 C=6144 X=988901398 Y=1599170647 Z=11592960124 M=9555
A=7551 B=8628 C=9833 X=669253100 Y=1534013122 Z=29809127981 M=9266
A=4146 B=8298 C=9706 X=746457774 Y=9812594261 Z=11193962373 M=8575
A=2681 B=7063 C=8743 X=467938003 Y=7099444542 Z=54145392840 M=7460
A=6122 B=9699 C=9350 X=923095983 Y=5712943360 Z=97903078842 M=7892
A=2539 B=9800 C=9271 X=162638591 Y=4507023239 Z=24429394884 M=3750
A=3704 B=9171 C=9148 X=559051438 Y=1627449661 Z=65539831541 M=6261
A=6237 B=4241 C=8968 X=534238568 Y=7465477866 Z=33565197249 M=7827
A=5717 B=8975 C=5429 X=727287673 Y=4779621496 Z=52046999691 M=8940
A=5352 B=5567 C=7884 X=296364593 Y=8112145286 Z=65185152888 M=2032
A=6448 B=9434 C=9053 X=956755446 Y=9062838747 Z=10562930394 M=8026
A=3750 B=8566 C=7041 X=471301626 Y=5313229766 Z=79391821860 M=1242
A=5078 B=9560 C=5259 X=405190873 Y=7600737784 Z=90448618618 M=1189
A=2186 B=6582 C=8399 X=593587218 Y=5123849666 Z=21137731944 M=1959
A=8710 B=8156 C=8354 X=979114970 Y=3854438279 Z=62307015323 M=9148
A=6370 B=7212 C=7612 X=365945058 Y=7252720895 Z=85004095558 M=3546
A=2618 B=7405 C=5599 X=924378036 Y=5862166818 Z=44351543499 M=8009
A=2991 B=3025 C=8950 X=408587427 Y=5136081508 Z=15288323697 M=6831
A=3824 B=9138 C=7130 X=554534401 Y=5669746617 Z=34108738464 M=6630
A=2650 B=4169 C=5544 X=575104103 Y=9913605775 Z=90197162015 M=9994
A=6904 B=5441 C=5716 X=881812317 Y=8505522132 Z=51303804677 M=2882
A=9545 B=7448 C=9857 X=279077351 Y=7663508386 Z=53008562063 M=6870
A=2098 B=8324 C=7563 X=371851222 Y=3441223744 Z=57273026484 M=5904
A=5303 B=6849 C=5721 X=758429686 Y=3143627218 Z=97802573991 M=9390
A=5397 B=9577 C=8947 X=806251368 Y=3341843915 Z=91710818102 M=2969
A=9379 B=7760 C=9957 X=186078432 Y=1772605591 Z=92271438778 M=2328
A=6000 B=3937 C=8659 X=960132587 Y=4555252984 Z=40736498271 M=8505
A=9113 B=6836 C=7586 X=766097215 Y=2873857491 Z=78810591592 M=7131
A=9840 B=4048 C=7648 X=742056049 Y=2719908335 Z=60421010455 M=8796
A=9288 B=3732 C=8542 X=337603051 Y=9104054165 Z=59444476345 M=2235
A=6003 B=6953 C=8936 X=153720214 Y=5770265181 Z=87645652530 M=4834
A=9953 B=5305 C=7801 X=371725567 Y=1951621078 Z=34248813714 M=4647
A=5683 B=5979 C=8168 X=550662423 Y=4288590564 Z=90269897880 M=6505
A=6076 B=8299 C=8121 X=453243317 Y=7933671378 Z=92110076465 M=8927
A=8858 B=3217 C=7520 X=704089004 Y=8207025481 Z=33412417732 M=5781
A=4826 B=9851 C=5914 X=508458055 Y=9556258191 Z=31168937809 M=6443
A=8390 B=3813 C=7195 X=831716427 Y=9750719386 Z=47940479955 M=2333
A=5356 B=8494 C=9522 X=210655867 Y=7590855014 Z=97090752836 M=1213
A=9286 B=4037 C=9337 X=717461645 Y=8646638081 Z=21117371406 M=9517
A=6526 B=5532 C=8741 X=886425889 Y=4602766335 Z=62204611155 M=2114
A=3448 B=5997 C=9660 X=918645716 Y=7488920703 Z=85086402871 M=4174
A=5038 B=4781 C=5413 X=847156185 Y=8061862243 Z=47627866766 M=4253
A=3510 B=3040 C=5557 X=610197411 Y=8310460654 Z=39483144520 M=6980
A=3694 B=9610 C=8998 X=896209581 Y=3036227893 Z=61273049031 M=8954
A=5088 B=9114 C=5604 X=178596083 Y=4093497114 Z=18532396231 M=4981
A=7767 B=3843 C=6902 X=586446385 Y=7854325106 Z=79059224404 M=1285
A=6717 B=3660 C=7525 X=744295243 Y=6863870856 Z=56525429965 M=6503
A=7272 B=6177 C=7097 X=850848609 Y=5658730212 Z=60199522462 M=8177
A=4623 B=9900 C=9114 X=143119053 Y=7850711495 Z=86274981742 M=4885
A=4162 B=5654 C=5564 X=635627547 Y=1610418079 Z=18743045356 M=5285
A=6509 B=7585 C=9364 X=927983775 Y=5548905237 Z=45260107848 M=9107
A=2413 B=5890 C=7305 X=343898831 Y=5410953581 Z=95208898742 M=6895
A=9778 B=7824 C=6276 X=582417129 Y=4335128479 Z=76597822828 M=7479
A=7345 B=8711 C=9797 X=973685213 Y=7011608513 Z=71806116949 M=7895
A=9848 B=6626 C=6908 X=824739845 Y=3437917725 Z=98508625917 M=7451
A=2975 B=8391 C=9886 X=887690662 Y=4393911397 Z=41770295150 M=3385
A=7809 B=8100 C=5190 X=338336972 Y=6644601720 Z=27421685686 M=1702
A=4404 B=7771 C=6699 X=931005857 Y=9017289887 Z=26563125255 M=6522
A=3742 B=5252 C=5965 X=169777982 Y=9898336619 Z=82979312535 M=3070
A=4142 B=8911 C=9077 X=198774561 Y=8877245944 Z=61837769069 M=4652
A=8692 B=5391 C=8491 X=756736662 Y=6523447081 Z=16679737287 M=9962
A=9265 B=8775 C=9135 X=424519802 Y=7255449875 Z=12535171957 M=5717
A=8505 B=5955 C=5829 X=587807793 Y=8959358918 Z=99660764469 M=5406
A=6533 B=6215 C=9641 X=611365557 Y=5690197984 Z=44301438085 M=2484
A=4274 B=6519 C=5029 X=582466223 Y=1412277755 Z=22451997340 M=1009
A=8752 B=3669 C=8054 X=521525765 Y=1449939391 Z=81602458458 M=5534
A=5608 B=6876 C=7917 X=423047112 Y=8383230407 Z=70206504640 M=8438
A=4572 B=3718 C=5198 X=400115009 Y=2579164329 Z=97306969731 M=9581
A=2510 B=7992 C=7211 X=464926629 Y=5659581378 Z=22899302408 M=5771
A=8343 B=3988 C=8289 X=458267749 Y=7513412777 Z=68486393801 M=9194
A=4784 B=4676 C=6885 X=755651493 Y=6826607063 Z=64546543838 M=3468
A=8801 B=6835 C=9814 X=983989288 Y=9056212481 Z=41823614901 M=9696
A=6450 B=3099 C=6749 X=770389122 Y=9011333981 Z=54159148903 M=9075
A=6753 B=5812 C=6753 X=208887535 Y=9964338540 Z=82725571061 M=3383
A=2920 B=6014 C=6076 X=645519280 Y=6446291910 Z=81349809414 M=5346
A=4864 B=4497 C=6693 X=954593768 Y=6628498863 Z=37444683593 M=2971
